url,title,price,address,area,floor,year,metro_name,metro_time,house_type,_error
https://www.cian.ru/sale/flat/323103990/,"Продается 2-комн. квартира, 37,4 м²",15 000 000 ₽,"Москва, САО, р-н Аэропорт, Красноармейская ул., 13На карте","37,4 м²",9 из 9,1964,Аэропорт,9 мин.,Блочный,
https://www.cian.ru/sale/flat/323031636/,"Продается 2-комн. квартира, 73,5 м²",33 586 560 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 28к4На карте","73,5 м²",3 из 8,,Сокол,13 мин.,Монолитный,
https://www.cian.ru/sale/flat/322923032/,"Продается 3-комн. квартира, 146 м²",59 900 000 ₽,"Москва, САО, р-н Аэропорт, Кочновский проезд, 4к2На карте",146 м²,16 из 32,2008,Аэропорт,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/319132456/,"Продается 2-комн. квартира, 55,1 м²",19 000 000 ₽,"Москва, САО, р-н Аэропорт, Планетная ул., 7На карте","55,1 м²",1 из 5,1959,Динамо,14 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321165508/,"Продается 3-комн. квартира, 107 м²",58 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",107 м²,3 из 23,2008,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/319898878/,"Продается 4-комн. квартира, 132 м²",58 500 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 66К2На карте",132 м²,5 из 18,2012,Аэропорт,6 мин.,,
https://www.cian.ru/sale/flat/323490469/,"Продается 2-комн. квартира, 40 м²",13 300 000 ₽,"Москва, САО, р-н Аэропорт, Малый Коптевский проезд, 6К1На карте",40 м²,4 из 12,1969,Красный Балтиец,7 мин.,Блочный,
https://www.cian.ru/sale/flat/306477662/,"Продается 3-комн. квартира, 128 м²",76 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",128 м²,22 из 23,2009,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/291464412/,"Продаются 3-комн. апартаменты, 82 м²",52 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с30На карте",82 м²,4 из 12,2019,Динамо,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/323002860/,"Продаются 2-комн. апартаменты, 50 м²",32 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с40На карте",50 м²,7 из 25,2020,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/322185253/,"Продаются 3-комн. апартаменты, 80 м²",55 000 000 ₽,"Москва, Ленинградский просп., 36с40",80 м²,18 из 25,2020,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/321929716/,"Продается 2-комн. квартира, 43 м²",19 000 000 ₽,"Москва, САО, р-н Аэропорт, Большой Коптевский проезд, 4На карте",43 м²,3 из 5,1961,Аэропорт,11 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323160262/,"Продается 1-комн. квартира, 32 м²",13 900 000 ₽,"Москва, САО, р-н Аэропорт, Планетная ул., 49На карте",32 м²,2 из 8,,Аэропорт,10 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323449881/,"Продаются 3-комн. апартаменты, 135 м²",75 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с38На карте",135 м²,12 из 15,2019,Динамо,6 мин.,,
https://www.cian.ru/sale/flat/318018581/,"Продаются 4-комн. апартаменты, 195 м²",185 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",195 м²,13 из 15,2018,Динамо,6 мин.,,
https://www.cian.ru/sale/flat/315196884/,"Продается 2-комн. квартира, 83 м²",98 000 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 19к3На карте",83 м²,7 из 23,2009,Сокол,8 мин.,,
https://www.cian.ru/sale/flat/319304811/,"Продается 3-комн. квартира, 114,1 м²",69 853 389 ₽,"Москва, САО, р-н Аэропорт, Северный административный округ, Соул жилой комплекс, к5На карте","114,1 м²",29 из 29,,Сокол,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/321050609/,"Продаются 3-комн. апартаменты, 106 м²",70 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",106 м²,13 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/320583625/,"Продаются 2-комн. апартаменты, 94 м²",72 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с31На карте",94 м²,4 из 10,,Динамо,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/319305105/,"Продается 3-комн. квартира, 114,8 м²",65 659 859 ₽,"Москва, САО, р-н Аэропорт, Северный административный округ, Соул жилой комплекс, к6На карте","114,8 м²",20 из 25,,Сокол,13 мин.,Монолитный,
https://www.cian.ru/sale/flat/316982258/,"Продается 4-комн. квартира, 130,4 м²",65 000 000 ₽,"Москва, САО, р-н Аэропорт, 2-й Амбулаторный проездНа карте","130,4 м²",6 из 21,,Сокол,15 мин.,Монолитный,
https://www.cian.ru/sale/flat/322163171/,,,,,,,,,,
https://www.cian.ru/sale/flat/320695662/,"Продается 3-комн. квартира, 160 м²",160 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 18С1На карте",160 м²,4 из 7,2004,Арбатская,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/323450137/,"Продаются 4-комн. апартаменты, 170 м²",150 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с40На карте",170 м²,23 из 25,,Петровский Парк,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/321905690/,"Продается 1-комн. квартира, 96,85 м²",232 440 000 ₽,"Москва, ЦАО, р-н Арбат, Староваганьковский пер., 17С4На карте","96,85 м²",2 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/322190939/,"Продаются 3-комн. апартаменты, 121,6 м²",92 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте","121,6 м²",12 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/323000798/,"Продается многокомнатная квартира, 344,5 м²",315 000 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 26На карте","344,5 м²",5 из 6,1914,Арбатская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323077667/,"Продается многокомнатная квартира, 181,6 м²",380 000 000 ₽,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28На карте","181,6 м²",6 из 8,2012,Арбатская,7 мин.,,
https://www.cian.ru/sale/flat/322374907/,"Продается 3-комн. квартира, 59,5 м²",39 500 000 ₽,"Москва, ЦАО, р-н Арбат, Карманицкий пер., 3На карте","59,5 м²",2 из 6,1927,Смоленская,5 мин.,Кирпичный,
https://www.cian.ru/sale/flat/320583629/,"Продаются 4-комн. апартаменты, 195 м²",185 000 000 ₽,"Москва, САО, р-н Аэропорт, Ленинградский просп., 36с39На карте",195 м²,13 из 15,,Динамо,1 мин.,,
https://www.cian.ru/sale/flat/322923404/,"Продается 1-комн. квартира, 43,5 м²",27 900 000 ₽,"Москва, САО, р-н Аэропорт, Часовая ул., 28/1На карте","43,5 м²",14 из 24,,Сокол,13 мин.,,
https://www.cian.ru/sale/flat/321717816/,"Продается 3-комн. квартира, 90 м²",78 000 000 ₽,"Москва, Гоголевский бул., 27",90 м²,3 из 7,1933,Арбатская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321435324/,"Продается 4-комн. квартира, 268,23 м²",871 747 500 ₽,"Москва, ЦАО, р-н Арбат, Крестовоздвиженский пер., 4На карте","268,23 м²",5 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/220126243/,"Продается 4-комн. квартира, 149 м²",139 000 000 ₽,"Москва, ЦАО, р-н Арбат, Староконюшенный пер., 33На карте",149 м²,3 из 4,1900,Кропоткинская,8 мин.,Кирпичный,
https://www.cian.ru/sale/flat/319272783/,"Продается 3-комн. квартира, 156,4 м²",160 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 18С1На карте","156,4 м²",4 из 6,2004,Арбатская,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/321435322/,"Продается 1-комн. квартира, 96,59 м²",270 452 000 ₽,"Москва, ЦАО, р-н Арбат, Крестовоздвиженский пер., 4На карте","96,59 м²",3 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/321435314/,"Продается 3-комн. квартира, 225,06 м²",551 397 000 ₽,"Москва, ЦАО, р-н Арбат, Крестовоздвиженский пер., 4На карте","225,06 м²",2 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/314017901/,"Продается 4-комн. квартира, 276,3 м²",676 935 000 ₽,"Москва, ЦАО, р-н Арбат, Никитский бул., 6/20На карте","276,3 м²",3 из 8,,Арбатская,3 мин.,,
https://www.cian.ru/sale/flat/316491843/,"Продается 3-комн. квартира, 209,6 м²",691 680 000 ₽,"Москва, ЦАО, р-н Арбат, Никитский бул., 6/20На карте","209,6 м²",5 из 8,,Арбатская,3 мин.,,
https://www.cian.ru/sale/flat/322431281/,"Продается многокомнатная квартира, 250 м²",550 000 000 ₽,"Москва, ЦАО, р-н Арбат, Кривоарбатский пер., 15С1На карте",250 м²,3 из 6,,Смоленская,7 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322037026/,"Продается 4-комн. квартира, 80,6 м²",55 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 51С1На карте","80,6 м²",3 из 8,1910,Смоленская,3 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321743321/,"Продается 4-комн. квартира, 255 м²",370 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 27На карте",255 м²,12 из 16,2009,Смоленская,7 мин.,Монолитный,
https://www.cian.ru/sale/flat/321517344/,"Продается 2-комн. квартира, 55,6 м²",30 900 000 ₽,"Москва, ЦАО, р-н Арбат, Новинский бул., 13На карте","55,6 м²",3 из 6,1917,Смоленская,8 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322072408/,"Продаются 3-комн. апартаменты, 92 м²",115 000 000 ₽,"Москва, ЦАО, р-н Арбат, 1-й Смоленский пер., 21На карте",92 м²,6 из 7,2011,Смоленская,3 мин.,Монолитный,
https://www.cian.ru/sale/flat/322301740/,"Продается студия, 18 м²",13 250 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 1С4На карте",18 м²,2 из 3,,Арбатская,4 мин.,,
https://www.cian.ru/sale/flat/322804998/,"Продается 1/3 квартиры, 41,1/20,2/9,4 м²",7 500 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 19На карте","41,1 м²",3 из 8,1994,Арбатская,8 мин.,Кирпичный,
https://www.cian.ru/sale/flat/312875290/,"Продаются 2-комн. апартаменты, 122,7 м²",110 430 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 32На карте","122,7 м²",6 из 13,,Смоленская,8 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/322880662/,"Продается 4-комн. квартира, 107 м²",53 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 30/9На карте",107 м²,6 из 8,1950,Смоленская,7 мин.,Кирпичный,
https://www.cian.ru/sale/flat/316640765/,"Продается 3-комн. квартира, 86,3 м²",58 900 000 ₽,"Москва, ЦАО, р-н Арбат, Малый Афанасьевский пер., 5/15На карте","86,3 м²",3 из 7,1905,Арбатская,5 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323337546/,"Продаются 2-комн. апартаменты, 77,4 м²",134 500 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","77,4 м²",5 из 6,,Арбатская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321435343/,"Продается 3-комн. квартира, 195,76 м²",597 068 000 ₽,"Москва, ЦАО, р-н Арбат, Крестовоздвиженский пер., 4На карте","195,76 м²",5 из 7,,Арбатская,4 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/320012304/,"Продается 4-комн. квартира, 207 м²",420 000 000 ₽,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28На карте",207 м²,6 из 9,2012,Арбатская,7 мин.,,
https://www.cian.ru/sale/flat/317907441/,"Продается 3-комн. квартира, 108 м²",62 000 000 ₽,"Москва, ЦАО, р-н Арбат, Кривоарбатский пер., 19На карте",108 м²,4 из 6,1912,Смоленская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/278285212/,"Продается 2-комн. квартира, 53,9 м²",35 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 26На карте","53,9 м²",23 из 24,1968,Смоленская,8 мин.,Панельный,
https://www.cian.ru/sale/flat/322798128/,"Продается студия, 22 м²",16 500 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 4С1На карте",22 м²,2 из 3,1870,Арбатская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322868555/,"Продается 4-комн. квартира, 218 м²",495 000 000 ₽,"Москва, ЦАО, р-н Арбат, Борисоглебский пер., 13С3На карте",218 м²,2 из 5,2005,Арбатская,12 мин.,Монолитный,
https://www.cian.ru/sale/flat/313896990/,"Продается 3-комн. квартира, 186,1 м²",372 200 000 ₽,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28На карте","186,1 м²",6 из 8,2012,Арбатская,7 мин.,,
https://www.cian.ru/sale/flat/312875525/,"Продаются 2-комн. апартаменты, 110,8 м²",110 800 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 32На карте","110,8 м²",9 из 13,,Смоленская,8 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/314741280/,"Продается 3-комн. квартира, 80 м²",38 200 000 ₽,"Москва, ЦАО, р-н Арбат, 1-й Николощеповский пер., 20/4На карте",80 м²,3 из 5,1931,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323717553/,"Продается 2-комн. квартира, 52,7 м²",34 888 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 16На карте","52,7 м²",19 из 24,1968,Арбатская,10 мин.,Панельный,
https://www.cian.ru/sale/flat/323389544/,"Продается 3-комн. квартира, 88,8 м²",48 900 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 30/9На карте","88,8 м²",6 из 8,1950,Краснопресненская,15 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323438343/,"Продается 2-комн. квартира, 60,6 м²",36 000 000 ₽,"Москва, ЦАО, р-н Арбат, Прямой пер., 5С1На карте","60,6 м²",1 из 5,1949,Смоленская,5 мин.,Кирпичный,
https://www.cian.ru/sale/flat/320824105/,"Продается многокомнатная квартира, 191,2 м²",110 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Большая Молчановка, 23С1На карте","191,2 м²",6 из 6,1897,Смоленская,11 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322606972/,"Продается 2-комн. квартира, 69,8 м²",43 000 000 ₽,"Москва, ЦАО, р-н Арбат, Новинский бул., 18С1На карте","69,8 м²",7 из 10,,Смоленская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/320955174/,"Продается 2-комн. квартира, 66 м²",45 500 000 ₽,"Москва, ЦАО, р-н Арбат, Карманицкий пер., 5На карте",66 м²,4 из 9,1971,Смоленская,1 мин.,Кирпичный,
https://www.cian.ru/sale/flat/315348957/,"Продается 5-комн. квартира, 350 м²",272 393 230 ₽,"Москва, ЦАО, р-н Арбат, Филипповский пер., 8С1На карте",350 м²,6 из 9,2002,Кропоткинская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/312400488/,"Продаются 1-комн. апартаменты, 66,1 м²",82 839 136 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","66,1 м²",4 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/312770109/,"Продается 3-комн. квартира, 134 м²",150 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Малая Молчановка, 6На карте",134 м²,2 из 4,1910,Арбатская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322196632/,"Продаются 2-комн. апартаменты, 66,1 м²",82 839 136 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","66,1 м²",4 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/307796819/,"Продается апартаменты-студия, 19,2 м²",11 520 000 ₽,"Москва, ЦАО, р-н Арбат, Шубинский пер., 7На карте","19,2 м²",1 из 3,1914,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/321934717/,"Продается 3-комн. квартира, 91,8 м²",53 999 990 ₽,"Москва, ЦАО, р-н Арбат, Новинский бул., 12На карте","91,8 м²",7 из 10,1938,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322713035/,"Продается 5-комн. квартира, 300 м²",61 000 000 ₽,"Москва, ЦАО, р-н Арбат, Староконюшенный пер., 37На карте",300 м²,7 из 7,1916,Арбатская,10 мин.,Кирпичный,
https://www.cian.ru/sale/flat/316412322/,"Продается 3-комн. квартира, 110 м²",62 000 000 ₽,"Москва, ЦАО, р-н Арбат, Кривоарбатский пер., 19На карте",110 м²,4 из 6,1912,Смоленская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/252659550/,"Продается квартира свободной планировки, 93,8 м²",46 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Большая Молчановка, 15/12На карте","93,8 м²",4 из 4,,Арбатская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/169579402/,"Продается 3-комн. квартира, 170 м²",159 678 790 ₽,"Москва, ЦАО, р-н Арбат, Староконюшенный пер., 36С2На карте",170 м²,2 из 4,2003,Арбатская,9 мин.,Монолитный,
https://www.cian.ru/sale/flat/317120566/,"Продается многокомнатная квартира, 144,8 м²",78 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 47/23На карте","144,8 м²",2 из 6,1910,Смоленская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322221832/,"Продаются апартаменты свободной планировки, 69,7 м²",95 737 632 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","69,7 м²",5 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/322199731/,"Продаются 2-комн. апартаменты, 69,7 м²",88 961 258 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","69,7 м²",4 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/299385420/,"Продается 4-комн. квартира, 71 м²",49 900 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 25На карте",71 м²,3 из 5,,Краснопресненская,17 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322220897/,"Продаются 4-комн. апартаменты, 68,5 м²",92 357 328 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","68,5 м²",5 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/319035913/,,,,,,,,,,
https://www.cian.ru/sale/flat/312412402/,"Продается многокомнатная квартира, 260 м²",106 000 000 ₽,"Москва, ЦАО, р-н Арбат, Новинский бул., 28/35С1На карте",260 м²,7 из 7,1952,Баррикадная,8 мин.,Кирпичный,
https://www.cian.ru/sale/flat/319665313/,"Продается 3-комн. квартира, 102,7 м²",62 900 000 ₽,"Москва, ЦАО, р-н Арбат, Смоленская наб., 2АНа карте","102,7 м²",2 из 11,1956,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/302734799/,"Продается 3-комн. квартира, 136 м²",150 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Малая Молчановка, 6На карте",136 м²,2 из 4,1910,Арбатская,9 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323281916/,"Продается 3-комн. квартира, 170 м²",180 000 000 ₽,"Москва, ЦАО, р-н Арбат, Филипповский пер., 13С2На карте",170 м²,4 из 7,2005,Арбатская,5 мин.,Кирпичный,
https://www.cian.ru/sale/flat/320698738/,"Продается 3-комн. квартира, 160 м²",160 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 18С1На карте",160 м²,4 из 7,2004,Арбатская,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/309631846/,"Продается 4-комн. квартира, 200 м²",243 039 600 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 29На карте",200 м²,10 из 17,1998,Смоленская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/314434351/,"Продаются 2-комн. апартаменты, 78,9 м²",97 370 636 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","78,9 м²",4 из 6,,Арбатская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/323124200/,"Продается студия, 78,7 м²",180 000 000 ₽,"Москва, ЦАО, р-н Арбат, Староконюшенный пер., 45На карте","78,7 м²",2 из 6,2012,Арбатская,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/321906344/,"Продается 4-комн. квартира, 152 м²",209 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 31На карте",152 м²,3 из 7,2006,Арбатская,10 мин.,Кирпичный,
https://www.cian.ru/sale/flat/311387226/,"Продаются 4-комн. апартаменты, 232 м²",228 500 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте",232 м²,7 из 7,,Арбатская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/323380468/,"Продаются 3-комн. апартаменты, 138,2 м²",197 578 740 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","138,2 м²",5 из 7,2016,Арбатская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/319230541/,"Продается 3-комн. квартира, 183,9 м²",210 000 000 ₽,"Москва, ЦАО, р-н Арбат, Малый Новопесковский пер., 8На карте","183,9 м²",3 из 14,2006,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/311335668/,"Продаются 2-комн. апартаменты, 66,1 м²",82 839 136 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","66,1 м²",4 из 7,2017,Арбатская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/282636369/,"Продается 3-комн. квартира, 125 м²",153 925 080 ₽,"Москва, ЦАО, р-н Арбат, Малый Новопесковский пер., 8На карте",125 м²,4 из 17,2008,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/322920524/,"Продается 4-комн. квартира, 204 м²",325 000 000 ₽,"Москва, ЦАО, р-н Арбат, Малый Новопесковский пер., 8На карте",204 м²,3 из 14,2005,Смоленская,6 мин.,Кирпичный,
https://www.cian.ru/sale/flat/314361627/,"Продаются 4-комн. апартаменты, 139,2 м²",167 040 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","139,2 м²",4 из 7,,Арбатская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/319668143/,"Продается 4-комн. квартира, 156,4 м²",160 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 18С1На карте","156,4 м²",4 из 7,2004,Арбатская,8 мин.,Монолитный,
https://www.cian.ru/sale/flat/302277928/,"Продается 4-комн. квартира, 162 м²",264 590 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Малая Молчановка, 8На карте",162 м²,2 из 7,1913,Арбатская,10 мин.,Кирпичный,
https://www.cian.ru/sale/flat/323594431/,"Продаются 3-комн. апартаменты, 100 м²",120 000 000 ₽,"Москва, ЦАО, р-н Арбат, 1-й Смоленский пер., 21На карте",100 м²,6 из 7,,Смоленская,3 мин.,Монолитный,
https://www.cian.ru/sale/flat/318666987/,"Продаются 1-комн. апартаменты, 88,4 м²",104 459 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","88,4 м²",4 из 6,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/322802941/,,,,,,,,,,
https://www.cian.ru/sale/flat/321825445/,"Продается многокомнатная квартира, 300 м²",590 000 000 ₽,"Москва, ЦАО, р-н Арбат, ул. Арбат, 24На карте",300 м²,7 из 8,,Смоленская,9 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/311335672/,"Продаются 2-комн. апартаменты, 69,7 м²",95 737 632 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","69,7 м²",5 из 7,2017,Арбатская,6 мин.,Монолитный,
https://www.cian.ru/sale/flat/295040022/,"Продаются 2-комн. апартаменты, 88,4 м²",116 583 780 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","88,4 м²",4 из 7,2016,Арбатская,4 мин.,Кирпичный,
https://www.cian.ru/sale/flat/311482232/,"Продаются 2-комн. апартаменты, 66,1 м²",82 830 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","66,1 м²",4 из 7,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/320155403/,"Продаются 3-комн. апартаменты, 140 м²",167 040 000 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте",140 м²,4 из 7,2017,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/311302416/,"Продаются 2-комн. апартаменты, 78,9 м²",97 370 637 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","78,9 м²",4 из 7,2018,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/311146890/,"Продаются 2-комн. апартаменты, 66,1 м²",82 839 136 ₽,"Москва, ЦАО, р-н Арбат, Поварская ул., 8/1к1На карте","66,1 м²",4 из 7,2018,Арбатская,6 мин.,Монолитно-кирпичный,
https://www.cian.ru/sale/flat/321852671/,"Продается 2-комн. квартира, 45 м²",16 700 000 ₽,"Москва, СЗАО, р-н Щукино, Новощукинская ул., 14На карте",45 м²,5 из 12,1965,Щукинская,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/322775774/,"Продается 2-комн. квартира, 37,8 м²",14 700 000 ₽,"Москва, Новощукинская ул., 22","37,8 м²",1 из 12,1965,Щукинская,12 мин.,Монолитный,
https://www.cian.ru/sale/flat/322632394/,"Продается 4-комн. квартира, 89 м²",32 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, просп. Маршала Жукова, 74К1На карте",89 м²,4 из 24,1995,Бульвар Генерала Карбышева,откроется в 2026,,
https://www.cian.ru/sale/flat/323244889/,"Продается студия, 28,7 м²",24 250 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Народного Ополчения, 15К2На карте","28,7 м²",30 из 58,,Народное Ополчение,10 мин.,Монолитный,
https://www.cian.ru/sale/flat/322962046/,,,,,,,,,,
https://www.cian.ru/sale/flat/320394902/,"Продается студия, 20,8 м²",12 796 160 ₽,"Москва, Вишневая ул., 7С128","20,8 м²",2 из 17,,Тушинская,4 мин.,Монолитный,
https://www.cian.ru/sale/flat/322127760/,"Продается 4-комн. квартира, 150 м²",97 500 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, ул. Нижние Мневники, 16к6На карте",150 м²,20 из 22,,Терехово,12 мин.,,
https://www.cian.ru/sale/flat/322661854/,"Продаются 3-комн. апартаменты, 88,8 м²",52 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к1На карте","88,8 м²",14 из 37,2021,Шелепиха,12 мин.,Монолитный,
